Quarter,Revenue in Millions,Num_of_ad-supported_users, Num_of_premium_subscribers
Q1 2016,619
Q2 2016,714
Q3 2016,747
Q4 2016,872
Q1 2017,902
Q2 2017,1007
Q3 2017,1032
Q4 2017,1149
Q1 2018,1139
Q2 2018,1273
Q3 2018,1352
Q4 2018,1495
Q1 2019,1511
Q2 2019,1667
Q3 2019,1731
Q4 2019,1855
Q1 2020,1848
Q2 2020,1889
Q3 2020,1975
Q4 2020,2168
Q1 2021,2147
Q2 2021,2331
Q3 2021,2501
